State,District,Market,Commodity,Modal_Price,dt
Uttar Pradesh,Agra,Agra,Wheat,2450.0,2025-05-16
Uttar Pradesh,Agra,Agra,Wheat,2460.0,2025-05-06
Uttar Pradesh,Agra,Agra,Wheat,2520.0,2025-06-18
Uttar Pradesh,Agra,Agra,Wheat,2520.0,2025-07-23
Uttar Pradesh,Mirzapur,Ahirora,Wheat,2450.0,2025-06-09
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2426.0,2025-06-23
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2426.0,2025-06-25
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2428.0,2025-06-24
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2445.0,2025-05-31
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2450.0,2025-06-02
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2050.0,2025-04-25
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-07-16
Uttar Pradesh,Etah,Aliganj,Wheat,2485.0,2025-07-14
Uttar Pradesh,Etah,Aliganj,Wheat,2485.0,2025-06-28
Uttar Pradesh,Etah,Aliganj,Wheat,2485.0,2025-06-04
Uttar Pradesh,Etah,Aliganj,Wheat,2490.0,2025-05-03
Uttar Pradesh,Etah,Aliganj,Wheat,2495.0,2025-05-25
Uttar Pradesh,Aligarh,Aligarh,Wheat,2425.0,2025-04-17
Uttar Pradesh,Aligarh,Aligarh,Wheat,2435.0,2025-04-19
Uttar Pradesh,Aligarh,Aligarh,Wheat,2440.0,2025-05-05
Uttar Pradesh,Aligarh,Aligarh,Wheat,2510.0,2025-07-15
Uttar Pradesh,Aligarh,Aligarh,Wheat,2520.0,2025-05-19
Uttar Pradesh,Aligarh,Aligarh,Wheat,2580.0,2025-08-08
Uttar Pradesh,Aligarh,Aligarh,Wheat,2590.0,2025-08-01
Uttar Pradesh,Aligarh,Aligarh,Wheat,2585.0,2025-08-11
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2425.0,2025-04-18
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2425.0,2025-04-09
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2450.0,2025-05-17
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2435.0,2025-04-23
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2525.0,2025-06-05
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2528.0,2025-05-31
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2570.0,2025-07-30
Uttar Pradesh,Prayagraj,Allahabad,Wheat,2585.0,2025-07-28
Uttar Pradesh,Auraiya,Achalda,Wheat,2450.0,2025-05-06
Uttar Pradesh,Auraiya,Achalda,Wheat,2450.0,2025-05-08
Uttar Pradesh,Auraiya,Achalda,Wheat,2460.0,2025-05-16
Uttar Pradesh,Auraiya,Achalda,Wheat,2500.0,2025-05-30
Uttar Pradesh,Auraiya,Achalda,Wheat,2520.0,2025-07-28
Uttar Pradesh,Auraiya,Achalda,Wheat,2500.0,2025-07-23
Uttar Pradesh,Agra,Achnera,Wheat,2460.0,2025-04-16
Uttar Pradesh,Agra,Achnera,Wheat,2450.0,2025-04-21
Uttar Pradesh,Agra,Achnera,Wheat,2470.0,2025-05-10
Uttar Pradesh,Agra,Achnera,Wheat,2490.0,2025-05-16
Uttar Pradesh,Agra,Achnera,Wheat,2540.0,2025-06-07
Uttar Pradesh,Agra,Achnera,Wheat,2575.0,2025-08-05
Uttar Pradesh,Agra,Agra,Wheat,2450.0,2025-04-22
Uttar Pradesh,Agra,Agra,Wheat,2480.0,2025-05-19
Uttar Pradesh,Agra,Agra,Wheat,2480.0,2025-04-15
Uttar Pradesh,Agra,Agra,Wheat,2500.0,2025-05-13
Uttar Pradesh,Agra,Agra,Wheat,2500.0,2025-07-14
Uttar Pradesh,Agra,Agra,Wheat,2500.0,2025-07-19
Uttar Pradesh,Agra,Agra,Wheat,2530.0,2025-06-25
Uttar Pradesh,Agra,Agra,Wheat,2520.0,2025-06-28
Uttar Pradesh,Agra,Agra,Wheat,2540.0,2025-06-12
Uttar Pradesh,Agra,Agra,Wheat,2550.0,2025-07-25
Uttar Pradesh,Mirzapur,Ahirora,Wheat,2450.0,2025-04-29
Uttar Pradesh,Mirzapur,Ahirora,Wheat,2450.0,2025-04-20
Uttar Pradesh,Mirzapur,Ahirora,Wheat,2460.0,2025-05-16
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2428.0,2025-06-29
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2428.0,2025-06-20
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2429.0,2025-07-06
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2430.0,2025-05-01
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2430.0,2025-04-21
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2430.0,2025-07-02
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2430.0,2025-04-20
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2485.0,2025-05-27
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2510.0,2025-06-19
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2520.0,2025-06-16
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2000.0,2025-04-17
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2050.0,2025-04-18
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2050.0,2025-04-21
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2120.0,2025-05-03
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2350.0,2025-05-29
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2350.0,2025-06-04
Uttar Pradesh,Etah,Aliganj,Wheat,2451.0,2025-06-13
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-05-31
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-08-06
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-07-17
Uttar Pradesh,Etah,Aliganj,Wheat,2482.0,2025-04-27
Uttar Pradesh,Aligarh,Aligarh,Wheat,2430.0,2025-04-18
Uttar Pradesh,Aligarh,Aligarh,Wheat,2440.0,2025-05-07
Uttar Pradesh,Aligarh,Aligarh,Wheat,2530.0,2025-05-20
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2500.0,2025-07-02
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2470.0,2025-06-23
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2500.0,2025-04-19
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2510.0,2025-07-26
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2500.0,2025-06-10
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2520.0,2025-07-05
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2520.0,2025-06-09
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2520.0,2025-08-11
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2050.0,2025-04-23
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2100.0,2025-05-02
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2300.0,2025-06-14
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2350.0,2025-06-06
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2420.0,2025-05-22
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2360.0,2025-05-31
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-05-26
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-05-21
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-04-25
Uttar Pradesh,Etah,Aliganj,Wheat,2485.0,2025-05-14
Uttar Pradesh,Etah,Aliganj,Wheat,2490.0,2025-05-27
Uttar Pradesh,Etah,Aliganj,Wheat,2510.0,2025-04-13
Uttar Pradesh,Etah,Aliganj,Wheat,2485.0,2025-07-11
Uttar Pradesh,Aligarh,Aligarh,Wheat,2430.0,2025-04-24
Uttar Pradesh,Aligarh,Aligarh,Wheat,2510.0,2025-05-17
Uttar Pradesh,Aligarh,Aligarh,Wheat,2510.0,2025-06-10
Uttar Pradesh,Aligarh,Aligarh,Wheat,2520.0,2025-07-24
Uttar Pradesh,Auraiya,Achalda,Wheat,2450.0,2025-07-04
Uttar Pradesh,Auraiya,Achalda,Wheat,2455.0,2025-04-28
Uttar Pradesh,Auraiya,Achalda,Wheat,2470.0,2025-06-25
Uttar Pradesh,Auraiya,Achalda,Wheat,2460.0,2025-05-09
Uttar Pradesh,Auraiya,Achalda,Wheat,2500.0,2025-06-04
Uttar Pradesh,Auraiya,Achalda,Wheat,2520.0,2025-05-21
Uttar Pradesh,Agra,Achnera,Wheat,2460.0,2025-04-11
Uttar Pradesh,Agra,Achnera,Wheat,2500.0,2025-05-13
Uttar Pradesh,Agra,Achnera,Wheat,2520.0,2025-07-01
Uttar Pradesh,Agra,Achnera,Wheat,2530.0,2025-07-28
Uttar Pradesh,Agra,Achnera,Wheat,2530.0,2025-06-22
Uttar Pradesh,Agra,Achnera,Wheat,2540.0,2025-07-14
Uttar Pradesh,Agra,Achnera,Wheat,2560.0,2025-08-10
Uttar Pradesh,Agra,Agra,Wheat,2460.0,2025-05-02
Uttar Pradesh,Agra,Agra,Wheat,2500.0,2025-05-24
Uttar Pradesh,Agra,Agra,Wheat,2520.0,2025-07-08
Uttar Pradesh,Agra,Agra,Wheat,2520.0,2025-06-20
Uttar Pradesh,Agra,Agra,Wheat,2530.0,2025-06-13
Uttar Pradesh,Agra,Agra,Wheat,2540.0,2025-06-24
Uttar Pradesh,Agra,Agra,Wheat,2560.0,2025-07-31
Uttar Pradesh,Auraiya,Achalda,Wheat,2450.0,2025-04-23
Uttar Pradesh,Auraiya,Achalda,Wheat,2450.0,2025-04-19
Uttar Pradesh,Auraiya,Achalda,Wheat,2470.0,2025-05-15
Uttar Pradesh,Auraiya,Achalda,Wheat,2470.0,2025-07-17
Uttar Pradesh,Auraiya,Achalda,Wheat,2540.0,2025-07-26
Uttar Pradesh,Auraiya,Achalda,Wheat,2600.0,2025-08-02
Uttar Pradesh,Agra,Achnera,Wheat,2470.0,2025-05-02
Uttar Pradesh,Agra,Achnera,Wheat,2490.0,2025-05-19
Uttar Pradesh,Agra,Achnera,Wheat,2480.0,2025-05-05
Uttar Pradesh,Agra,Achnera,Wheat,2520.0,2025-05-23
Uttar Pradesh,Agra,Achnera,Wheat,2540.0,2025-06-21
Uttar Pradesh,Agra,Achnera,Wheat,2560.0,2025-07-25
Uttar Pradesh,Agra,Agra,Wheat,2450.0,2025-04-21
Uttar Pradesh,Agra,Agra,Wheat,2490.0,2025-05-26
Uttar Pradesh,Agra,Agra,Wheat,2460.0,2025-04-16
Uttar Pradesh,Agra,Agra,Wheat,2520.0,2025-05-27
Uttar Pradesh,Agra,Agra,Wheat,2510.0,2025-06-17
Uttar Pradesh,Agra,Agra,Wheat,2590.0,2025-08-02
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2450.0,2025-07-23
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2480.0,2025-05-28
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2450.0,2025-04-30
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2460.0,2025-05-17
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2510.0,2025-06-06
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2520.0,2025-07-22
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2570.0,2025-08-07
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2460.0,2025-04-22
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2500.0,2025-04-14
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2500.0,2025-07-07
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2510.0,2025-05-24
Uttar Pradesh,Etah,Aliganj,Wheat,2455.0,2025-08-01
Uttar Pradesh,Etah,Aliganj,Wheat,2460.0,2025-06-12
Uttar Pradesh,Etah,Aliganj,Wheat,2485.0,2025-06-16
Uttar Pradesh,Etah,Aliganj,Wheat,2485.0,2025-06-30
Uttar Pradesh,Etah,Aliganj,Wheat,2490.0,2025-06-10
Uttar Pradesh,Etah,Aliganj,Wheat,2495.0,2025-06-14
Uttar Pradesh,Etah,Aliganj,Wheat,2510.0,2025-04-16
Uttar Pradesh,Amroha,Amroha,Wheat,2440.0,2025-04-25
Uttar Pradesh,Amroha,Amroha,Wheat,2460.0,2025-05-08
Uttar Pradesh,Amroha,Amroha,Wheat,2470.0,2025-05-14
Uttar Pradesh,Amroha,Amroha,Wheat,2520.0,2025-08-08
Uttar Pradesh,Amroha,Amroha,Wheat,2520.0,2025-06-30
Uttar Pradesh,Amroha,Amroha,Wheat,2525.0,2025-08-09
Uttar Pradesh,Amroha,Amroha,Wheat,2525.0,2025-07-11
Uttar Pradesh,Maharajganj,Anandnagar,Wheat,2450.0,2025-06-04
Uttar Pradesh,Maharajganj,Anandnagar,Wheat,2450.0,2025-05-08
Uttar Pradesh,Maharajganj,Anandnagar,Wheat,2450.0,2025-07-26
Uttar Pradesh,Maharajganj,Anandnagar,Wheat,2450.0,2025-05-22
Uttar Pradesh,Maharajganj,Anandnagar,Wheat,2450.0,2025-06-28
Uttar Pradesh,Maharajganj,Anandnagar,Wheat,2500.0,2025-07-28
Uttar Pradesh,Bulandshahar,Anoop Shahar,Wheat,2430.0,2025-04-12
Uttar Pradesh,Bulandshahar,Anoop Shahar,Wheat,2435.0,2025-04-13
Uttar Pradesh,Bulandshahar,Anoop Shahar,Wheat,2475.0,2025-04-21
Uttar Pradesh,Bulandshahar,Anoop Shahar,Wheat,2530.0,2025-07-28
Uttar Pradesh,Banda,Atarra,Wheat,2450.0,2025-06-26
Uttar Pradesh,Aligarh,Atrauli,Wheat,2450.0,2025-08-06
Uttar Pradesh,Aligarh,Atrauli,Wheat,2450.0,2025-05-10
Uttar Pradesh,Aligarh,Atrauli,Wheat,2450.0,2025-06-11
Uttar Pradesh,Aligarh,Atrauli,Wheat,2450.0,2025-05-11
Uttar Pradesh,Aligarh,Atrauli,Wheat,2450.0,2025-04-16
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2435.0,2025-07-04
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2450.0,2025-05-13
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2490.0,2025-05-18
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2434.0,2025-04-09
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2488.0,2025-05-24
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2510.0,2025-07-30
Uttar Pradesh,Jalaun (Orai),Ait,Wheat,2520.0,2025-08-12
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2450.0,2025-04-22
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2500.0,2025-07-02
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2510.0,2025-07-09
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2525.0,2025-07-14
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2550.0,2025-07-30
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2565.0,2025-08-06
Uttar Pradesh,Prayagraj,Ajuha,Wheat,2570.0,2025-08-12
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2450.0,2025-08-01
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2480.0,2025-04-15
Uttar Pradesh,Ambedkarnagar,Akbarpur,Wheat,2580.0,2025-04-11
Uttar Pradesh,Auraiya,Achalda,Wheat,2450.0,2025-04-21
Uttar Pradesh,Auraiya,Achalda,Wheat,2450.0,2025-05-12
Uttar Pradesh,Auraiya,Achalda,Wheat,2480.0,2025-06-19
Uttar Pradesh,Auraiya,Achalda,Wheat,2500.0,2025-06-12
Uttar Pradesh,Auraiya,Achalda,Wheat,2470.0,2025-07-15
Uttar Pradesh,Auraiya,Achalda,Wheat,2500.0,2025-06-13
Uttar Pradesh,Auraiya,Achalda,Wheat,2550.0,2025-08-01
Uttar Pradesh,Agra,Achnera,Wheat,2460.0,2025-04-25
Uttar Pradesh,Agra,Achnera,Wheat,2470.0,2025-05-03
Uttar Pradesh,Agra,Achnera,Wheat,2480.0,2025-05-07
Uttar Pradesh,Agra,Achnera,Wheat,2460.0,2025-04-28
Uttar Pradesh,Agra,Achnera,Wheat,2480.0,2025-05-04
Uttar Pradesh,Agra,Achnera,Wheat,2540.0,2025-05-28
Uttar Pradesh,Agra,Achnera,Wheat,2540.0,2025-07-22
Uttar Pradesh,Agra,Achnera,Wheat,2530.0,2025-07-23
Uttar Pradesh,Agra,Achnera,Wheat,2550.0,2025-07-26
Uttar Pradesh,Agra,Achnera,Wheat,2560.0,2025-07-30
Uttar Pradesh,Agra,Agra,Wheat,2460.0,2025-05-17
Uttar Pradesh,Agra,Agra,Wheat,2460.0,2025-04-23
